title,content
台積電一個人武林恐淪「窄基指數」遭美禁買？金管會：外資九成都在星港英,台積電（2330）又變「一個人的武林」，今（9）日又大漲36元，市值破21兆元，占台股市值66兆元的占比為32.13%，市場憂慮「窄基指數」問題重啟，恐遭美國外資大賣？金管會證期局副局長高晶萍釋疑說，台股9成外資都在新加坡、香港跟英國，美國只占0.7%，比重不高，而且有3個月過渡期，目前都沒有任何一檔期貨有符合窄基指數定義。所謂的「窄基指數」是據美國商品交易法（CEA）規定，美國散戶或機構投資人投資的海外指數期貨，若單一成份股占整體指數權重連續3個月中有超過45個交易日超過3成，將會認定為窄基指數期貨，屆時將禁止美國投資人交易。而台積電過去「一個人的武林」現象，權值占台股過重，恐會面臨窄基指數賣壓。高晶萍說，美系外資曾發生過一次，110年4月1日時曾發生過大小台指期因台積電權重過大，而轉被視為窄基指數，於111年10月24日又恢復了，歷時約一年多的時間。高晶萍說，美系外資已發生過一次，他們應該知道可用其他方式來取代。高晶萍強調，依規定要連續交易3個月中的45天符合窄基指數，即占三成的權重，就要被美國撤銷境內交易人交易許可，依公告三個月後不能買賣，即給3個月過渡期。證期局副局長高晶萍表示，據期交所統計，外資九成以上來自新加坡、香港跟英國，美國占0.7%，占比不高，會注意並請期貨商採相應措施。主要為請期貨商關懷一下美國投資人，境內投資人不能買賣，有沒有需要協助的地方。不過高晶萍強調，要達到三個月45天，還是要關注後續交易狀況，期交所會關注，目前台積電還沒有達到這格標準。但她也說，有關這個窄基指數只會影響大小台指期貨商品，只有這一檔商品是可能會遭撤銷，但其他期貨商品境內美國人也都可以買。而且美系外資在美國境內不能買賣，但是可透過集團其他境外公司來台灣交易。⭐歡迎加入【Yahoo理財】LINE好友！⭐財經話題不漏接、達人理財省錢法、小資必看優惠，通通一手打包！<BR>Yahoo財經特派記者 葉憶如：逾20年財經主流媒體資歷，從2000年Web1.0泡沫化到Meta元宇宙Web3.0，見證台灣大小企業集團興衰史，歷經國際5次金融危機。認為金融即生活，無所不在，再難的理財知識要淺白的說。無論老小都該理財，你不理財，財不理你。
台積電股價收819元創新高 法人：法說會行情受期待,（中央社記者張建中台北2024年4月9日電）台積電 (2330) 今天股價表現強勁，一舉突破盤整區，站上新台幣800元關卡，收在819元，創收盤新高，市值攀高至21.24兆元。法人表示，市場對於台積電法人說明會行情高度期待，台積電股價是否進一步挑戰1000元大關，備受關注。台股加權指數今天盤中觸及20820.81點，終場大漲378.5點，收在20796.2點，創下盤中與收盤新高。台股市值最大的台積電衝破800元關卡，盤中最高820元，終場收在819元，上漲36元，貢獻大盤293點，為推升台股創高最大動能。台積電單日市值增加約9336億元，攀高至21.24兆元，占上市公司總市值66.1兆元的32.13%。據統計，台積電今年來股價自593元飆升至819元，勁揚226元，漲幅達38%；市值激增5.86兆元，貢獻大盤逾1800點。台積電3月曾傳出可能遭列處置股票，引發市場關注，結果證實消息是空穴來風。隨著股價創高，市場再度關心台積電是否會遭到警示。法人指出，一般股票異常是先被列為注意股票，之後股價續漲，才會被列為警示股票及處置股票。據證交所統計，台積電於92年2月10日後，未曾被列為注意股票，觀察台積電過去1個月股價呈高檔震盪整理，股價漲幅有限，預期短期應無被列注意、警示及處置股票疑慮。市場也關心台積電高漲，可能引發「窄基指數」問題。所謂的「窄基指數」是據美國商品交易法（CEA），美國投資人投資的海外指數期貨，若單一成分股占整體指數權重連續3個月中有超過45個交易日逾3成，會認定為窄基指數期貨，屆時將禁止美國投資人交易。金管會證期局官員日前曾指出，被認定為窄基指數期貨必須視一段時間而定，而非單日表現，目前還在可控範圍內，期交所密切關注中，金管會也會持續注意。法人指出，目前尚不擔心台指期會被認定是窄基指數期貨。新光投信董事長劉坤錫表示，台積電今天股價創高，主要是美國政府補助66億美元利多激勵，預期後續股價漲勢可能趨緩，維持在新台幣800元之上震盪。兆豐國際投顧副總經理黃國偉說，台積電與人工智慧（AI）晶片龍頭輝達（NVIDIA）是AI兩大指標股，台積電過去本益比低，評價調整應是台積電這波股價揚升的主要推動力。黃國偉表示，台積電將於4月18日舉行線上法人說明會，預期第2季營運可望觸底回升，市場看好台積電應可釋出正面訊息。以技術面推算，台積電股價是否挑戰1000元大關，值得觀察。
台積電股價創新高 台股61個交易日市值增9.26兆,（中央社記者鍾榮峰台北2024年4月9日電）台股今天大漲378.5點收20796.2點，再創盤中和收盤歷史新高，推升台股總市值衝上新台幣66.1兆元新高點，今年來61個交易日大增9.26兆元。台積電 (2330) 是台股攻高主要功臣，盤中和收盤股價突破800元關卡再創歷史新高，市值衝上21.24兆元。台積電今天再創新天價，在金融、重電、航運、鋼鐵等族群助攻下，台股最高觸及20820.81點，大漲403.11點，再創盤中新高點；終場加權指數收20796.2點，大漲378.5點，再創歷史收盤新高。台股今天成交值4423.01億元，加計盤後交易為4498.41億元。根據台灣證券交易所統計，台股今年迄今收盤大漲2865.39點，漲幅達15.98%；台股今天總市值衝上66.1兆元，再創歷史新高，與2023年12月29日年度結束市值56.84兆元比較，今年至今僅61個交易日，台股市值大增逾9.26兆元。台積電是帶動台股今天再創歷史新高的主要功臣，台積電今天盤中股價衝破800元大關，最高820元，再創盤中歷史新高；終場收819元，也創收盤歷史新高，上漲36元，漲幅4.6%，單日市值大增9336.6億元，整體市值衝上21.24兆元，續創歷史新高。根據統計，台積電今天成交值499.46億元，占台股今天成交值比重逾11%；台積電今天市值占台股比重達32.1%。台積電今天上漲36元，貢獻大盤漲點約293點。觀察台積電今年迄今收盤表現，台積電股價已大漲226元，波段漲幅達38.1%；今年以來台積電市值大增5.86兆元。三大法人今天外資及陸資、投信、自營商同步買超，合計買超231.04億元。其中，自營商買超17.99億元，投信買超7.43億元，外資及陸資買超205.62億元。根據統計，投信已連續26個交易日買超台股。觀察外資加碼台積電動向，外資今天買超台積電1.91萬張，三大法人買超台積電共計2.03萬張；今年以來外資累計買超台積電近40.2萬張，三大法人累計買超近42.46萬張。觀察外資今天買賣超個股動向，外資買超中鋼近5.63萬張排名第1，友達位居第2、外資買超4.75萬張，新光金、開發金、中石化排名第3至第5，外資分別買超2.58萬張、2.45萬張、2.4萬張。外資今天也加碼長榮航、國泰金、聯電、元大金、華新、00940元大台灣價值高息ETF等各逾萬張。啟發投顧副總經理容逸燊接受中央社記者電訪分析，台積電亞利桑那州新廠受美國政府補貼，消息激勵台積電今天股價再創新高，加上鴻海、聯發科等電子權值股接力表現，類股輪動，多頭題材多點開花，帶動加權指數再創新高，台股已站穩2萬點大關之上。容逸燊表示，儘管美元持續走強，外資仍加碼台股電子指標股，雖然股價超過千元的高價股和IC設計族群回檔，不過大戶和中實戶仍在場內，部分將高價股換手調節轉至低基期題材股，內資仍扮演推升台股的要角。展望台股後市，容逸燊指出，本週觀察美國10日公布3月消費者物價指數（CPI）年增率，以及美國聯邦準備理事會（Fed）將公布會議紀錄，牽動上半年底降息腳步及國際股市動向。（編輯：張良知）
高雄不只P1、P2廠 市府：台積電P3廠啟動都計作業,（中央社記者蔡孟妤高雄2024年4月9日電）高雄市經發局長廖泰翔今天在議會答詢表示，台積電 (2330) 高雄P1廠預定今年硬體完工，明年量產；P2廠已申請開工，P3廠則已啟動都市計畫作業。以目前園區土地評估，台積電高雄廠規模最多5座。台積電進駐高雄，但繼續擴建新廠的傳聞不斷，高雄市副議長曾俊傑今天在議會質詢指出，歡迎台積電多在高雄擴建新廠，但要求市府要提前部署，確保包括土地、水電等供應無虞，且不能對民生需求產生排擠。曾俊傑說，台積電願意多投資高雄當然很好，只要人才、水、電、土地、工人等「五缺」問題可以解決，不只是到P5廠，甚至擴建到P10廠大家都會樂見其成。經發局長廖泰翔答詢表示，P1廠預定今年硬體完工，明年量產；P2廠已經申請開工，P3廠已啟動都市計畫作業。廖泰翔說，市府會提供相關協助，可以滿足台積電在水電等方面的供應無虞，不過他也強調，以目前園區的土地來評估，台積電高雄廠的規模最多是5座。此外，國民黨高雄市議員陳美雅今天質詢時也關注台積電高雄廠增加多少就業機會，及設廠進度。廖泰翔答詢表示，台積電高雄廠第1座廠建廠進度已達7至8成，預計明年量產；第2座廠正進行基礎工程施作。至於就業人口，廖泰翔說，台積電廠內員工約1500人，預計今年第4季或明年第1季進駐。
台積電猛漲台指期交易恐遭美喊停？金管會緊盯天數,台北股市今天(9日)收盤上漲378點，指數來到20796點的歷史新高，其中晶圓代工廠龍頭台積電股價上漲36元拉抬，是最大主力。由於根據美國商品交易法(CEA)規定，美國散戶或機構投資人投資的海外指數期貨，若單一成份股占整體指數權重連3個月中有超過45個交易日逾3成，會認定為窄基指數期貨，屆時將禁止美國投資人交易。對此，金管會也正緊盯天數，並請期貨商關注、準備相應措施。金管會證期局副局長高晶萍9日傍晚表示，大小台指期貨曾在2021年(民國110年)4月1日因台積電權重過大，被轉為窄機指數，撤銷投資許可，美國投資人無法交易，直到隔年10月24日恢復。至於今年來看，目前都沒有任何一檔期貨有符合窄基指數定義。高晶萍也指出，根據期貨交易所統計，期貨買賣的外資，有成以上來自新加坡、香港跟英國，美國占0.7%，雖然占比不高，但金管會仍會注意美國設下的門檻，緊盯天數，關注台積電是否在3個月中有超過45個交易日逾3成，並請期貨商採相應措施。
"台指期叩關20,900點 明留意台積電營收公布","台積電昨日宣布與美國商務部簽署不具約束力的備忘錄，最高可獲得達66億美元的直接補助，同時宣布將計畫在美國亞利桑那州建設第3座晶圓廠，利多消息釋出後，台積電在9日湧入買盤大漲4.6％，貢獻約300點的漲點，台指期夜盤一開盤再創高點達20,887點，隨後在盤下震盪，暫跌17點、報20,853點。統一期貨表示，在台積電利多消息的帶動下，外資期現貨買盤回籠，引領台指長紅大漲再創史高，鋼鐵指也簇擁中國跨部門試圖控產的利多、大漲 3.7％，推動台指續漲；自營商選擇權偏多部位續增，惟適逢周三選擇權結算，留意逢高轉空的可能。另外資期貨依照近三周的操作慣性，下一步可能將大額偏空操作，留意結算日台指行情震盪，與盤後台積電3月營收公布。期貨方面，外資昨日夜盤減碼2,706口空單，日盤則大幅加碼9,818口多單，未平倉淨多單翻多至8,167口。外資、十大特法期貨轉向大額反手做多，帶動台指強漲。惟依照近三週大口數來回沖銷的操作慣性，留意下一步可能將大額沖銷多單，使盤勢震盪。觀察臺灣期交所內商品報價，小臺指期下跌22點、電子期貨小跌0.05點、小電子期上漲0.35點，半導體30期貨跌16點；而台積電期貨夜盤則是小跌1元，暫報823元。國外指數期貨部分，美國道瓊期貨、美國標普500期貨、美國那斯達克100期貨、美國費城半導體期貨分別上漲58點、10.5點、43點、12點，英國富時100期貨則是上漲8點；商品期貨方面，台幣黃金期下挫13.5點、布蘭特原油期貨則是上漲9點。"
台積電目標價 花旗喊950元,"台積電3月合併營收1,952.11億元，不僅寫月增、年增的雙成長佳績，第一季營收5,926.44億元，更超乎財測區間上緣與外資估計。外資分析師指出，台積電首季博得好彩頭，第二季營收將持續走揚，股價有撐；花旗環球證券則把推測合理股價升至950元，加入看台積電「坐8望9」多頭隊伍。台積電近期獲得外資圈聯袂調升目標價，滙豐、高盛、海通國際、摩根大通、花旗環球證券等，賦予的推測合理股價都在900元以上，可見花蓮大地震的短暫影響及電費上漲因素，皆為短期且在可控範圍內。外資圈人士研判，台積電股價登上800元大關後，優異營收對股價為正面因子，惟接下來能不能衝刺900元，還是要看法說會釋出的展望。花旗環球證台灣區研究部主管陳佳儀指出，AI驅動先進製程需求，預期台積電第二季營收將季增4％，儘管毛利率因花蓮地震關係會有些影響，長期來看，隨產能利用率爆發與先進製程學習曲線進步，有效抵禦電費上漲與折舊費用提高的干擾，研判台積電維持53％毛利率目標不變。"
Meta推新一代自研AI晶片 採台積電5奈米製程,不讓谷歌和英特爾專美於前，臉書母公司Meta Platform 10日公布新一代自研AI晶片MTIA細節，採台積電5奈米製程，以減少對輝達晶片的依賴。Meta最新AI晶片Artemis，是去年推出的MTIA（Meta訓練和推論加速器）升級版，協助旗下社群平台臉書及Instagram做內容的排名與推薦。Meta新一代AI晶片交由台積電生產，採5奈米製程。Meta透露，Artemis的效能是第一代MTIA的3倍。Meta自研AI晶片已部署在數據中心來服務AI 應用程式，Meta好幾個進行中的專案，以擴大MTIA應用範圍為目標，包括支援生成式AI 工作負載。科技巨頭自研AI晶片已成趨勢，Meta也加入對手亞馬遜、微軟、谷歌的內部研發AI晶片行列，降低對AI晶片龍頭輝達的依賴。谷歌9日才發表最新數據中心AI晶片TPU v5p；同時間英特爾劍指輝達晶片H100，推出新款AI晶片Gaudi 3。
《美股》收盤速報：美股大跌 輝達、台積電ADR逆勢收高,"【時報-台北電】周三美國主要指數收黑，道瓊指數大跌逾400點，標普500指數跌近1%。3月消費者通膨數據意外炙熱，使聯準會最早於6月開始降息的期盼再度受挫。美國債息急升亦給股市帶來壓力。晶片股普遍走弱，費半指數重挫1.65%，但輝達、台積電ADR逆勢走高，終場分別上漲1.97%和0.56%。★四大指數美股道瓊下跌422.16點或1.09%，收38,461.51點。NASDAQ下跌136.28點或0.84%，收16,170.36點。S&P500下跌49.27點或0.95%，收5,160.64點。費城半導體下跌80.46點或1.65%，收4,790.35點。★11大類股能源類股(SPNY)漲0.38% 通訊服務類股(SPLRCL)跌0.22%必需消費類股(SPLRCS)跌0.34% 科技類股(SPLRCT)跌0.74%工業類股(SPLRCI)跌0.84% 醫療類股(SPXHC)跌1.15%非必需消費類股(SPLRCD)跌1.19% 金融類股(SPSY)跌1.50%原物料類股(SPLRCM)跌1.55% 公用事業類股(SPLRCU)跌1.73%房地產類股(SPLRCREC)跌4.10%★重磅科技股1.五大市值股微軟(MSFT)下跌0.71%，收423.26美元。蘋果(AAPL)下跌1.11%，收167.78美元。亞馬遜(AMZN)上漲0.15%，收185.95美元。Alphabet(GOOGL)下跌0.29%，收156.14美元。輝達(NVDA)上漲1.97%，收870.39美元。2.五大尖牙股Meta(Meta)上漲0.57%，收519.83美元。蘋果(AAPL)下跌1.11%，收167.78美元。亞馬遜(AMZN)上漲0.15%，收185.95美元。Alphabet(GOOGL)下跌0.29%，收156.14美元。網飛(NFLX)上漲0.06%，收618.58美元。3.其它焦點股輝達(NVDA)上漲1.97%，收870.39美元。Meta(Meta)上漲0.57%，收519.83美元。亞馬遜(AMZN)上漲0.15%，收185.95美元。Alphabet(GOOGL)下跌0.29%，收156.14美元。美光(MU)下跌0.35%，收122.20美元。應用材料(AMAT)下跌0.55%，收209.25美元。微軟(MSFT)下跌0.71%，收423.26美元。蘋果(AAPL)下跌1.11%，收167.78美元。甲骨文(ORCL)下跌1.20%，收121.75美元。思科(CSCO)下跌1.60%，收49.21美元。IBM(IBM)下跌1.73%，收186.04美元。超微(AMD)下跌2.13%，收167.14美元。德州儀器(TXN)下跌2.62%，收168.92美元。高通(QCOM)下跌2.68%，收170.86美元。特斯拉(TSLA)下跌2.89%，收171.76美元。英特爾(INTC)下跌2.95%，收37.20美元。恩智浦(NXPI)下跌4.27%，收241.08美元。★台股 ADR台積電上漲0.82美元或0.56%，收146.22美元，換算台股價格為936.39元。聯電下跌0.09美元或1.09%，收8.18美元，換算台股價格為52.38元。日月光下跌0.16美元或1.44%，收10.95美元，換算台股價格為175.31元。中華電信下跌0.36美元或0.92%，收38.89美元，換算台股價格為124.53元。（編輯：柯婉琇）"
台積電ADR10日上漲0.82美元漲幅0.56%折台股936.39元,(中央社台北2024年 4月11日電)台積電在NYSE掛牌 ADR以146.22美元作收，上漲0.82美元，漲幅 0.56%。由於每單位台積電 ADR相當於台股 5股台積電普通股，以 4月10日新台幣匯市收盤價32.020元計算，相當台股台積電每股為936.39元。最近10個交易日行情如下：
通膨復熾，道瓊急吐422點，費半翻空挫1.65%，Nvidia及台積電收漲,"【財訊快報／陳孟朔】美國通膨火焰山出現新噴發，3月消費者物價指數(CPI)出乎意料轉熱，促市場對聯準會(Fed)今年的降息力度和時間進一步降溫，刺激美債殖利率和美元「雙煞」飆高，美股週三如敵大敵；道瓊工業指數午間一度急瀉579點，終場收低約422點或1.09%，退回近兩個月低點，過去八個交易日只有一天收紅。在週五大型銀行業公布財報前，銀行股急挫超過3%，為半年來最殺，成了賣壓中心之一。同日，標普、那指和費半依序跌0.95%、0.84%和1.65%。其中，那指和費半同現四個交易日首黑。勞工部公布，美國3月消費物價指數(CPI)年增率由2月的3.2%加速至3.5%，高過預期的3.4%，月比維持升0.4%，增幅同樣大過預期的0.3%，扣除食品和能源的核心CPI年增率維持於3.8%，市場估降至3.7%，月漲0.4%，超出預期的0.3%增幅。美國過去3個月核心CPI以年率計上漲4.5%，為去年5月以來最勁。3月份各項物價中，能源價格月漲1.1%，占CPI比重約三分之一的住宿成本月增0.4%；若扣除能源和住宿，服務業價格年加速至4.8%，為近一年最大升幅。數據出爐後，美國10年期公債殖利率突破4.5%，是去年11月以來首次，最高抽升21個基點，至4.571%。美元指數一度揚升1.11%至105.3，為13個月來單日最大升幅。如今利率交易員預測，美國今年降息幅度只有50個基點，相當於降息兩次，少過Fed官員3月預測的3次。摩根大通銀行(小摩)資管首席全球策略員凱利(David Kelly)認為，Fed 6月降息的大門已關上，因通膨明顯高過當局希望的水準。美國總統拜登發表聲明，稱儘管主要家庭產品如牛奶和雞蛋價格較一年前下降，但房屋和雜貨價格依然太高，呼籲食品雜貨零售商等企業運用破紀錄的利潤來降低售價。拜登並堅持對Fed降息的預期，相信今年底前將調低利率。紐約股市10日收盤時，道瓊瀉422.16點或1.09%，收在38,461.51點為2月14日以來最低，日低在38,304.66點；標普500指數跌49.27點或0.95%，報5,160.64點為3月18日以來最低。以科技股為主的那指跌136.28點或0.84%，報16,170.36點；費城半導體指數跌80.46點或1.65%，報4,790.35點。受惠大摩給予好評，上調目標價到1,000美元，Nvidia股價逆勢急彈1.97%至870.39美元，成了費半和那指100指數最大贏家。費半同日30檔成份股只有Nvidia和台積電ADR逆勢收紅，台積電追高0.56%連四紅至146.22美元為史上第三高。Wolfspeed急挫5.19%墊底。追蹤美國24家銀行的KBW指數大跌3.01%至100.30點，為去年10月20日挫跌3.11%以來最殺，24家皆倒，市值最高的摩根大通銀行跌0.85%最抗跌，西方聯盟金控挫5.83%是最大魯蛇。高盛、美銀、花旗和摩根士丹利股價都下挫超過2%。家得寶(Home Depot)滑落3%，為表現最差道瓊成份股；英特爾回吐2.95%為第二大輸家。兩大科企微軟和蘋果各跌0.71%和1.11%。美股盤後下滑美國股市週三盤後下跌，生物科技業者福泰製藥公司(VRTX US)股價下跌，因該公司斥資收購同業阿爾卑斯免疫科學公司的消息，打壓了股價行情。道瓊指數期指下滑104.00點或0.27%，報38,653.00點。福泰製藥公司盤後股價下跌1.04%，報393.46美元。該公司計畫同意以每股65美元或總價49億美元的價格，收購免疫球蛋白開發商阿爾卑斯免疫科學公司。成衣飾品零售商Rent the Runway Inc(RENT US)盤後股價大漲61.89%，報11.98美元。股價的上漲，主要因為該公司年度第四季營收7,580萬美元，高於市場分析師預估中值的7,450萬美元。<BR>"
台積電侯永清直言，台灣缺半導體人才，該考慮如何把人才庫擴大,財訊快報／記者李純君報導】半導體產業人才不足，是當下產業界遭遇到的重大課題，台積電(2330)歐亞業務資深副總經理侯永清點出，台灣現在最大問題在「量」。而就廠商多抱怨台灣最優秀的人才都去台積電上班了，侯永清認為，這是個小池塘，討論你分得多或是我分得少，這樣是不健康的，該想的是，如何把台灣的半導體人才庫擴大。侯永清表示，在人才議題上，主要有「質」跟「量」，台灣半導體廠商都有一定的制度和機制，因此，質不是問題，現在最大問題是量。台灣是半導體產業重鎮，但少子化加上對半導體不了解，為了維持未來十年的競爭力，迫切議題是讓更多年輕人加入半導體。他也提到，台積電有說服政府成立半導體學院，但其實也得讓高中生了解半導體是可愛也可信的產業，並願意投入，也讓女性覺得半導體不硬。此外，侯永清也提到，在質的部分，因為竹科薪資好，通常碩士畢業就會進入竹科工作，願意投入研究的博士生就越來越少，台積電在這部分，會提供念博士班一年給50萬元，原先一年給40~50個額度，但最終超過運算，而且還是不夠，此外也提供給教授研究經費，並大幅擴充和教授的合作案。再者，就國際人才的引入和當地使用方面，侯永清提到，透過學校把國際人才找進台灣來，這個機制是比較好的，因為會對台灣熟悉和習慣，也會更願意在台灣待下來。至於在國外使用當地人才部分，除了要能在雲端運用人才外，更得把對方當成自己的團隊，而在日本美國都有幾百人的團隊。針對台灣半導體人才本就不足，優秀的卻都往台積電去就業一事，侯永清回應，台積電曾經去台灣大學要找設計相關人才，卻發現都去聯發科了，而自己某次去聯發科開會，卻遇到了很多自己以前的下屬。他認為，台灣人才這個小池塘，要討論你分得多、我分得少，這樣是不健康的，該想的是，如何把人才庫擴大，而不是我搶他的、他搶我的。長線來說，這樣的思維，對產業是不好的，應該要想的是，如何把這個人才庫給做大。最後侯永清也建議年輕人，挑選工作的原則與態度，第一要喜歡的，不然做不久。第二，要努力，因為已經沒有「事少錢多離家近」的工作。第三，要喜歡努力 ，才可做到傑出。第四，得在工作中，找到學習的對象。第五，要終身學習。第六，要有要有可以變化、改變的心態與思維。近年來，全球半導體產業在歷經晶片戰爭、疫情斷鏈，以及人工智慧（AI）狂潮的衝擊與挑戰後，也隨之出現更多新機會，但人才培育刻不容緩，國立陽明交通大學號召並攜手五位在半導體科技界的校友：宏碁集團創辦人施振榮、台積電資深副總經理侯永清、新思科技全球副總裁李明哲、鴻海半導體事業群總經理陳偉銘、聯發科總經理暨營運長陳冠州等，舉辦「2024半導體高峰論壇」，共同探討產業未來發展趨勢及人才培育策略。<BR>
《晨間解盤》台積電ADR逆漲 台股守5日線,【時報-台北電】美CPI數據顯示通膨膠著，美股收跌，惟台積電ADR收漲，投顧預期台股今可守穩5日線之上。美CPI數據高於市場預期，大幅降低6月降息的可能，美債殖利率走揚，美股四大指數全數收跌，幅度介於-1.65%至-0.84%，台指期夜盤下跌135點。國票投顧預期台股今將於平盤之下開出，惟考量台積電ADR收漲0.56%，意味盤中權值股仍有望拉抬指數，尾盤仍有望收穩5日線之上。國票投顧表示，台股臨近21000點，短線容易浮現獲利了結賣壓，不易出現連續性的漲勢，此外內、外資籌碼同步轉空，加上外資期貨空單增加6874口，意味法人短線有縮手的跡象，不過技術指標仍未轉向，多方趨勢未變。另有鑑於先前指數上漲主要來自台積電貢獻，因此當台積電走勢疲弱，推測其他族群將有表現機會，整體來看台股震盪，有利個股表現空間。操作建議，短線操作強勢股，應縮短交易週期，並適時設立停損停利點位。另近期記憶體利多消息頻傳，相關個股股價剛開始發動，預期股價後續仍有表現機會，可持續偏多看待，傳產部分，考量520政策概念股陸續發動，相關重電、儲能、風力發電可留意，股價回檔可伺機切入。國票投顧指出，台積電將於4月18日召開法說，法說會前夕，題材熱度有望為台股提供支撐。同時，美股將迎來超級財報週，將牽動台科技股表現。此外，聯準會對於降息態度轉趨鷹派，壓抑美股盤勢，CPI數據顯示通膨壓力依舊頑固，恐降低全年降息次數預期，後續應留意美股動向，作為台股多空依據。（編輯：沈培華）
《台北股市》台積電有撐 台股守20700點,【時報-台北電】美CPI數據顯示通膨膠著，美股收跌，惟台積電ADR收漲0.56%，輝達股價也反彈漲近2%，台積電(2330)今開盤小跌4元，台股同步開低50點，但強勢守住20700點，維持高檔整理格局。早盤台積電回到平盤815元，且聯發科(2454)續強支撐指數，以及AI最強勢的廣達(2382)開漲、傳產的重電族群等人氣旺，預料台股今天在台積電持續撐盤下，強勢力守5日均線20608點。美CPI數據高於市場預期，大幅降低6月降息的可能，美債殖利率走揚，美股四大指數全數收跌，幅度介於-1.65%至-0.84%。周三台股平盤開出，中場一度上漲87點至20883點，再創歷史新高，而後賣壓出籠，終場加權指數下跌32.67點，收在20763.53點，成交值約4254億元。國票投顧表示，台股臨近21000點，短線容易浮現獲利了結賣壓，不易出現連續性的漲勢，此外內、外資籌碼同步轉空，加上外資期貨空單增加6874口，意味法人短線有縮手的跡象，不過技術指標仍未轉向，多方趨勢未變。另有鑑於先前指數上漲主要來自台積電貢獻，因此當台積電走勢疲弱，推測其他族群將有表現機會，整體來看台股震盪，有利個股表現空間。操作建議，近期記憶體利多消息頻傳，相關個股股價剛開始發動，預期股價後續仍有表現機會，傳產部分，520政策概念股陸續發動，相關重電、儲能、風力發電可留意。凱基投顧分析，周二多方表態跳空大漲收長紅，結束近2周以來高檔整理，周三雖出現空方抵抗，但盤勢卻相對抗跌，轉折回檔訊號並未浮現，除非跌破周二所留下的多方缺口下緣支撐20487點，短線創高走勢才會遭到破壞，否則上檔仍有高點可期，接下來大盤將向21000點挺進。盤面類股維持良性輪動，近日上市櫃公司陸續公布3月營收，操作上可優先聚焦營收表現亮麗且股價轉強表態或是技術面維持多方架構相關個股。（編輯：沈培華）
